entidad,descripcion,titulo,icono,filtro,version_exe,version_zoo,version_cli,formulario,tipo,version,herencia,kontroler,orden,ubicaciondb,usaguid,centraliza,comportamiento,identificador,modulos,formatodescripcion,versionminimaderecepcion,versionminimadeemision
"COMPORTAMIENTOCODIGOSUGERIDOENTIDAD","Comportamiento de códigos","Comportamiento de códigos","","",7.00,0,0,T,"E",2,"","",1,"ORGANIZACION",F,F,"B","CCS","HPJKDSIN","","",""
"COMPROBANTEDECAJA","Comprobantes de caja","Comprobantes de caja","","",7.00,0,0,T,"E",2,"Ent_ComprobanteDeFondos","ComprobanteDeFondos",1,"",T,T,"CTXD","COC","DJKN","This.cNombre + " " + transform( This.Numero, "@LZ 99999999" )","06.0002.00001","06.0002.00001"
"COMPROBANTEDERETENCIONES","Comprobante de retención de ingresos brutos","Comprobante de retención de ingresos brutos","","TipoImp= 'IIBB'",7.00,0,0,T,"E",2,"Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",1,"",T,T,"TXD","CDR","K","","",""
"COMPROBANTEDERETENCIONESGANANCIAS","Comprobante de retención de ganancias","Comprobante de retención de ganancias","","TipoImp= 'GANANCIAS'",7.00,0,0,T,"E",2,"Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",1,"",T,T,"TXD","CRG","K","","",""
"COMPROBANTEDERETENCIONESIVA","Comprobante de retención de IVA","Comprobante de retención de IVA","","TipoImp= 'IVA'",7.00,0,0,T,"E",2,"Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",1,"",T,T,"TXD","CRI","K","","",""
"COMPROBANTEDERETENCIONESSUSS","Comprobante de retención de SUSS","Comprobante de retención de SUSS","","TipoImp= 'SUSS'",7.00,0,0,T,"E",2,"Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",1,"",T,T,"TXD","CRS","K","","",""
"COMPROBANTEPAGO","Otros pagos","Otros pagos","","",7.00,0,0,T,"E",2,"ENTCOLORYTALLE_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",1,"",T,T,"CTXD","COP","SIPDJKN","","",""
"COMPROBANTESECOMMERCE","Herramienta de generación de comprobantes ecommerce","Herramienta de generación de comprobantes ecommerce","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","COE","E","","",""
"CONCEPTOCAJA","Conceptos","Conceptos","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","CCA","PDJKN","","",""
"CONCEPTOENTIDADFINANCIERA","Concepto de entidades financieras","Concepto de entidades financieras","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","CEF","SIPDJKN","","",""
"CONCEPTOLIQUIDACIONTARJETA","Conceptos de liquidación de tarjetas","Conceptos de liquidación de tarjetas","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BCD","CLT","PTH","","",""
"CONCEPTOPAGO","Conceptos de otros pagos","Conceptos de otros pagos","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","CPA","SIPDJKN","","",""
"CONCILIACIONDECAJA","Ajuste de movimientos y saldos de caja según comprobantes","Ajuste de movimientos y saldos de caja según comprobantes","","",7.00,0,0,T,"E",2,"","",0,"",T,F,"","CCJ","PDJKN","","",""
"CONCILIACIONES","Conciliaciones bancarias","Conciliaciones bancarias","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","COB","SIPDJKN","","",""
"CONDICIONDEPAGO","Condiciones de pago","Condiciones de pago","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BD","CDP","PDJKN","","",""
"CONDICIONDEPAGOENCOMPROBANTE","Condición de pago","Condición de pago","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","ECP","SIPDJN","","",""
"CONDICIONIMPO","Condiciones de exclusión","Condiciones de exclusión","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"TB","CON","SUIPDGHJKLN","","",""
"CONFIGURACIONARTICULOECOMMERCE","Categorías, etiquetas y dimensiones ecommerce","Categorías etiquetas y dimensiones ecommerce","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BC","CED","SIPDJKN","","",""
"CONFIRMACIONFECHAVTOMIPYME","Confirmar fecha de vencimiento MiPyME","Confirmar fecha de vencimiento MiPyME","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","CFV","F","","",""
"CONFIRMACIONVALORESENTRANSITO","Confirmar acción para valores en tránsito","Confirmar acción para valores en tránsito","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","VTC","SIPDJKN","","",""
"CONSUMOPRODUCCION","Consumos de producción","Consumos de producción","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"C","CSM","X","","",""
"CONTABILIZACION","Contabilización de asientos tipo","Proceso de contabilización","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"","CAT","F","","",""
"CONTACTO","Contactos","Contactos","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","CNT","SIPDJN","","",""
"CONVENIOMULTILATERAL","Convenio multilateral","Convenio multilateral","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BT","CML","SIPDHJKN","","",""
"CORREDOR","Corredores","Corredores","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","COR","SIPDJN","","07.0008.12019",""
"COSTODEINSUMO","Costos de Insumos y semielaborados","Costos de Insumos y semielaborados","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"BT","019","X","this.DescripcionComprobante","",""
"COTIZACION","Carga de nueva cotización","Nueva cotización","","",7.00,0,0,T,"E",2,"ent_virtual","",0,"",F,F,"T","NCZ","SUIOPTQDGHJKLMN","","",""
"COTIZACIONPRODUCCION","Cotización gestión de orden de producción","Cotización gestión de orden de producción","","",7.00,0,0,T,"E",2,"LiquidacionEnProduccion","",0,"",F,F,"C","CGO","X","","",""
"CRITERIOSVALORES","Criterios comerciales para la aceptación de valores","Criterios de aplicación de valores en factura y nota de débito de ventas","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTWD","CAV","PDJKN","","06.03.11350","06.03.11350"
"CTACTECOMPRA","Cuenta corriente de compra","Cuenta corriente de compra","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"C","130","K","","01.0012.8361",""
"CUENTABANCARIA","Cuenta bancaria","Cuentas bancarias","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","132","PDJKN","","",""
"CUENTACORREO","Cuentas de correo","Cuentas de e-mail","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","SMT","SUIOPQDGHJKLMN","","",""
"CUPON","Cupones","Cupones","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BCD","CUP","T","","",""
"CUPONESPENDIENTES","Detalle de cupones","Detalle de cupones","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","CPN","T","","",""
"CURVADEPRODUCCION","Curva de producción","Curvas de producción","","",7.00,0,0,T,"E",2,"EntidadDeProduccion","FormularioDeProduccion",0,"",F,F,"C","CVP","X","","",""
"CURVADETALLES","Curva de talles","Curvas de talles","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BTD","CDT","SIPDJKN","","",""
"Cajaauditoria","Caja auditoría","Caja auditoría","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"T","CAA","","","",""
"Cajaestado","Caja","Cajas","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"TC","CAE","DJKN","","",""
"Cajasaldos","Saldos de caja","Saldos de caja","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"TC","CAS","","","",""
"Cheque","Cheque de tercero","Cheques de terceros","","",7.00,0,0,T,"E",2,"Ent_CarteraDeCheques","",0,"",F,F,"BCD","CH","DJKN","","",""
"Codigopostal","Código postal","Códigos postales","","",7.00,0,0,F,"E",2,"","",1,"ORGANIZACION",F,F,"","CP8","SIPDJKN","","",""
"Comprobantederetencionrecibido","Comprobante de retención recibido","Comprobante de retención recibido","","",7.00,0,0,T,"E",2,"","",1,"",T,T,"CTXD","CRR","DJN","transform( This.NumeroInterno, "@LZ 99999999" )","",""
"ConsumoCliente","Consumo de cliente","Consumos de clientes","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"BC","CCL","","This.ObtenerNombre() + " " + transform( This.Numero, "@LZ 99999999" )","",""
"Conversion","Conversión de datos","Conversiones de datos","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"TB","CDE","SUIPDGHJKLN","","",""
"ConversionValores","Valores de conversión","Valores de conversión","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"TB","VCE","SUIPDGHJKLN","","",""
"Ctacte","Cuenta corriente","Cuentas corrientes","","",0.00,0,0,F,"E",2,"","",0,"",F,F,"","053","","","06.0004.11383",""
"Cuponeshuerfanos","Cupones huérfanos","Cupones huérfanos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","CPH","T","","",""
"DATOSADICIONALESSIRE","AFIP R.G. 4523/19 - SIRE","AFIP RG 4523/19 - SIRE","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","DSI","SUIOPTQDGHJKLMN","","",""
"DATOSTAREAPROGRAMADAECOMMERCE","Parámetros tarea programada ecommerce","Tarea programada diaria ecommerce","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","TPE","F","","",""
"DATOSTARJETA","Datos de cobros con tarjetas","Ingrese los datos para el cobro con tarjeta","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","DP2","SUIOPTQDGHJKLMN","","",""
"DATOSTRANSACCIONBANCARIA","Datos de transacción bancaria","Datos de transacción bancaria","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","DTB","SIPDJKN","","",""
"DESCUENTO","Descuentos y recargos","Descuentos y recargos","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"TBD","DES","PDHJN","this.codigo","",""
"DESPACHODEIMPORTACION","Despacho de importación","Despacho de importación","","",7.00,0,0,T,"E",2,"","",0,"",T,F,"TXDCB","DDI","N","","",""
"DEUDADECHEQUES","Deuda de cheques","Deuda de cheques","","",7.00,0,0,F,"E",2,"","",0,"",F,F,"","DCH","SIPDJKN","","",""
"DEVOLUCION","Cancelación de venta","Cancelación de venta","","FactTipo = 12",7.00,0,0,T,"E",2,"EntColoryTalle_ComprobanteDeVentasSinValores","ComprobanteDeVentasSinValores",1,"",T,T,"CTXD","DEV","SID","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVenta, "@LZ 9999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"DIRECCIONENTREGAENCOMPROBANTE","Establecer domicilio de entrega","Establecer domicilio de entrega","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","DIE","SIPDJN","","",""
"DISCOVER","Discover","Discover","","",7.00,0,0,F,"E",2,"","",0,"ORGANIZACION",F,F,"","DSC","","","",""
"DISENOTRANSFORMACIONLINCE","Asociaciones de campos Dragonfish - Lince Indumentaria","Asociaciones de campos Dragonfish - Lince Indumentaria","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"TBC","DTL","SIPDGHJKLMN","","",""
"DISTRIBUCIONCENTRODECOSTO","Distribución por centro de costos","Distribución por centro de costos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"B","DCC","F","","",""
"DatosAdicionalesComprobantesA","AFIP R.G. 4520/19 - Datos adicionales en comprobantes A","AFIP RG 4520/19 - Datos adicionales en comprobantes A","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","DAA","SUIOPTQDGHJKLMN","","",""
"DatosAdicionalesSIPRIB","IIBB Santa Fe SIPRIB - Datos adicionales","IIBB Santa Fe SIPRIB - Datos adicionales","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","DAS","SUIOPTQDGHJKLMN","","",""
"DatosFiscales","Esquema de datos fiscales","Esquemas de datos fiscales","1","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BTW","DFI","SIPDHJKN","","",""
"Datosretencionrecibido","Comprobante de retención recibido","Comprobante de retención recibido","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"","DRR","DJN","","",""
"Descargadecheques","Descarga de cheques de terceros","Descarga de cheques de terceros de tipo discontinuado","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"TXDC","DCT","DJKN","","",""
"Destinodescargacheques","Destinos de descarga de cheques de terceros","Destinos de descarga de cheques de terceros","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BC","DDC","DJKN","","",""
"DisenoExpo","Diseño de exportación","Diseños de exportación","","",7.00,0,0,T,"E",2,"ent_ImpoExpo","",0,"ORGANIZACION",F,F,"TB","EXP","PGL","","",""
"DisenoImpo","Diseño de importación","Diseños de importación","","",7.00,0,0,T,"E",2,"Ent_ImpoExpo","",0,"ORGANIZACION",F,F,"TB","DIM","SUIPDGHJKLN","","",""
"Disenoimpresion","Diseño de salida","Diseños de salida","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"TB","IMP","SIPDHJKLN","","08.0006.12288",""
"ECOMMERCE","Plataformas de ecommerce","Plataformas","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","ECO","E","","",""
"EDICIONIMPUESTOIVACOMPRAS","IVA compras","IVA Compras","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","EIC","K","","",""
"EJERCICIO","Ejercicio","Ejercicio","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"B","EJR","F","","",""
"EMAIL","Emails","Emails","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","MIL","SUIOPQDGHJKLMN","","",""
"EMAILENCOMPROBANTE","Email","Email","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","EMM","SIPDJN","","",""
"ENTIDADADICIONAL1","Entidad adicional 1","Entidad adicional 1","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","EA1","SIPDJKN","","",""
"ENTIDADADICIONAL2","Entidad adicional 2","Entidad adicional 2","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","EA2","SIPDJKN","","",""
"ENTIDADADICIONAL3","Entidad adicional 3","Entidad adicional 3","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","EA3","SIPDJKN","","",""
"ENTIDADFINANCIERA","Entidades financieras","Entidades financieras","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTWD","ENF","PDHJKN","","",""
"ENTREGADEMERCADERIAS","Entrega de mercaderías","Entrega de mercaderías","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","EMC","SID","","",""
"ENVIODECUENTACORRIENTEPORMAIL","Envío de cuenta corriente por mail","Envío de cuenta corriente por mail","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","ECM","SIPDJKN","","",""
"EQUIVALENCIA","Equivalencia","Equivalencias","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"TBD","CBA","SIPDJKN","","",""
"EQUIVALORLINCE","Equivalencia de valores Lince","Equivalencia de valores Lince","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"BC","EVL","SIPDGHJKLMN","","",""
"ERRORSAP","Equivalencia - errores de Interfaz Sap","Equivalencia - errores de Interfaz Sap","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BC","EES","SIPDJKN","","",""
