entidad,descripcion,titulo,tipo,herencia,kontroler,formulario
"COLOR","Colores","Colores","E","","",T
"PAISES","Países","Países","E","","",T
"PROVINCIA","Provincias","Provincias","E","","",T
"VENDEDOR","Vendedores","Vendedores","E","","",T
"ARTICULO","Artículos","Artículos","E","","",T
"PROVEEDOR","Proveedores","Proveedores","E","","",T
"MONEDA","Monedas","Monedas","E","","",T
"VALOR","Valores","Valores","E","","",T
"GRUPOVALOR","Agrupamiento de valores","Grupos de valores","E","","",T
"CONCEPTOCAJA","Conceptos","Conceptos","E","","",T
"LISTADEPRECIOS","Listas de precios","Listas de precios","E","","",T
"CLIENTE","Clientes","Clientes","E","","",T
"ENTIDADFINANCIERA","Entidades financieras","Entidades financieras","E","","",T
"MOTIVO","Motivos","Motivos","E","","",T
"ORIGENDEDATOS","Orígenes de datos","Orígenes de datos","E","","",T
"ITEMMONEDA","Item del detalle de moneda","Línea detalle moneda","I","","",F
"Factura","Factura manual de venta","Factura manual de venta","E","EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",T
"Itemvalores","Items de valores","Línea detalle valores","I","VALORESVENTA","",F
"Itemimpuestos","Items de impuestos","","I","IMPUESTOS","",F
"Agrupamiento","Agrupamientos de bases de datos","Agrupamientos de bases de datos","E","","",T
"Itembasededatos","Item de bases de datos","Item de bases de datos","I","","",F
"Itemagrupamiento","Item de agrupamientos","Item de agrupamientos","I","","",F
"AGRUPAMIENTOPORCOMPANIA","Agrupamientos de bases de datos por compania","Agrupamientos de bases de datos por compania","E","","",F
"ItembasededatosPorComp","Item de bases de datos por compania","Item de bases de datos por compania","I","","",F
"ItemagrupamientoPorComp","Item de agrupamientos por compania","Item de agrupamientos por compania","I","","",F
"Material","Materiales","Materiales de artículos","E","","",T
"Talonario","Talonarios","Talonarios","E","","",T
"Numeraciones","Numeraciones","Numeraciones","E","","",T
"Itemtalonario","Item Talonario","Item talonario","I","","",F
"COMPROBANTEDECAJA","Comprobantes de caja","Comprobantes de caja","E","Ent_ComprobanteDeFondos","ComprobanteDeFondos",T
"ITEMVALORESCAJA","Items de valores para movimientos de caja","","I","ValoresFondos","",F
"Notadecredito","Nota de crédito manual de venta","Nota de crédito manual de venta","E","EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",T
"Notadedebito","Nota de débito manual de venta","Nota de débito manual de venta","E","EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",T
"Ticketfactura","Factura fiscal de venta","Factura fiscal de venta","E","EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",T
"Ticketnotadecredito","Nota de crédito fiscal de venta","Nota de crédito fiscal de venta","E","EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",T
"Ticketnotadedebito","Nota de débito fiscal de venta","Nota de débito fiscal de venta","E","EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",T
"Stockarticulos","Stock de artículos","Stock de artículos","E","Ent_stock","",F
"Cajaauditoria","Caja auditoría","Caja auditoría","E","","",F
"Itemcajaauditoria","Valores de la caja de auditoría","Valores de la caja de auditoría","I","","",F
"Cajaestado","Caja","Cajas","E","","",T
"Cajasaldos","Saldos de caja","Saldos de caja","E","","",F
"Movimientodecaja","Movimientos de caja","Movimientos de caja","E","","",F
"Ctacte","Cuenta corriente","Cuentas corrientes","E","","",F
"Buzon","Buzones","Buzones","E","","",T
"Informacionadicionalcompvtas","Información adicional","Información adicional","E","","",T
"Memoria","Memoria","Memoria formulario","E","","",F
"Talle","Talle","Talles","E","","",T
"Temporada","Temporada","Temporadas","E","","",T
"Modificacionprecios","Modificación de precios","Modificaciones de precios","E","","",T
"Itemmodificacionprecios","Item modificación de precios","Item modificación de precios","I","MODIFICACIONPRECIOS","",F
"Movimientodestock","Movimiento de stock","Movimiento de stock","E","Ent_ComprobanteMovStock","Comprobante",T
"Itemmovstock","Items de movimiento de stock","Items de movimiento de stock","I","COLORYTALLE_MovStock","",F
"Preciodearticulo","Precios de artículos","Precios de artículos","E","","",F
"Itemarticulosventas","Items de facturas","Linea detalle factura","I","COLORYTALLE_ARTICULOSVENTA","",F
"Stockcombinacion","Stock combinación","Stock combinación","E","Ent_stock","",F
"CLASIFICACIONCLIENTE","Clasificaciones de clientes","Clasificaciones de clientes","E","","",T
"Disenoimpresion","Diseño de salida","Diseños de salida","E","","",T
"Itemareasimpresion","Item areas impresión","Item areas impresión","I","","",F
"Itematributosimpresion","Item atributos impresión","Item atributos impresión","I","","",F
"Tipoareaimpresion","Tipo de área de impresión","Tipos de áreas de impresión","E","","",F
"Estiloimpresion","Fuentes","Fuentes","E","","",T
"Tipoatributoimpresion","Tipo de atributo de impresión","Tipos de atributos de impresión","E","","",F
"Itemcomprobante","Detalle de comprobantes","","I","","",F
"EQUIVALENCIA","Equivalencia","Equivalencias","E","","",T
"RedondeoDePrecios","Redondeos","Redondeos","E","","",T
"ItemRedondeoTabla","Item de redondeos por tabla","","I","","",F
"ItemRedondeoCentavos","Item de redondeos por centavos","","I","","",F
"ItemRedondeoEnteros","Item de redondeos por enteros","","I","","",F
"ItemPruebaRedondeo","Item de prueba para redondeos","","I","","",F
"DisenoImpo","Diseño de importación","Diseños de importación","E","Ent_ImpoExpo","",T
"ItemAtributosImpo","Item atributos importación","Item atributos importación","I","","",F
"ItemAreasImpo","Item areas importación","Item areas importación","I","","",F
"DisenoExpo","Diseño de exportación","Diseños de exportación","E","ent_ImpoExpo","",T
"ItemAtributosExpo","Item atributos exportación","Item atributos exportación","I","","",F
"ItemAreasExpo","Item areas exportación","Item areas exportación","I","","",F
"CONDICIONIMPO","Condiciones de exclusión","Condiciones de exclusión","E","","",T
"FormatoExportacion","Formatos para exportación/importación","Formatos para exportaciones/importaciones","E","","",T
"TipoAreaExportacion","Tipos de área para exportación/importación","Tipos de área para exportación/importación","E","","",F
"TipoAtributosExportacion","Tipo de atributo para exportación/importación","Tipos de atributos para exportación/importación","E","","",F
"TipoArchivoExportacion","Tipo de archivo de exportación","Tipos de archivos de exportación","E","","",F
"TipoRegistroExportacion","Tipo de registro de exportación/importación","Tipos de registros de exportación/importación","E","","",F
"Conversion","Conversión de datos","Conversiones de datos","E","","",T
"ConversionValores","Valores de conversión","Valores de conversión","E","","",T
"ImpoAgrupadas","Configuración de importaciones agrupadas","Configuración de importaciones agrupadas","E","ent_impoexpoagrupadas","",T
"ItemImpoAgrupadas","Item diseños de importación agrupados","Item diseños de importación agrupados","I","","",F
"ExpoAgrupadas","Configuración de exportaciones agrupadas","Configuración de exportaciones agrupadas","E","ent_impoexpoagrupadas","",T
"ItemExpoAgrupadas","Item diseños de exportación agrupados","Item diseños de exportación agrupados","I","","",F
"TipoArchivoImportacion","Tipo de archivo de importación","Tipos de archivos de importación","E","","",F
"DatosFiscales","Esquema de datos fiscales","Esquemas de datos fiscales","E","","",T
"ItemDatosFiscales","Item datos fiscales","Item datos fiscales","I","","",F
"Jurisdiccion","Jurisdicciones","Jurisdicciones","E","","",T
"ItemImpuestoVentas","Item impuestos de venta","Item impuestos de venta","I","","",F
"TIInventarioACont","Inventario a controlar","Inventarios a controlar","E","","",T
"TIInventarioAContDetalle","Inventario a controlar detalle","Inventarios a controlar detalle","E","","",F
"TIInventarioFisico","Inventario físico","Inventarios físicos","E","","",T
"TIInventarioFisicoDetalle","Detalle de inventario físico","Detalles de inventarios físicos","E","","",T
"TIDiferenciasDeInventario","Diferencia de inventarios","Diferencias de inventarios","E","","",T
"TIDiferenciasDeInventarioDetalle","Detalle de diferencia de inventarios","Detalles de diferencias de inventarios","E","","",T
"ItemPercepciones","Item percepciones cliente","Percepciones I.I.B.B. cliente","I","","",F
"MercaderiaEnTransito","Mercadería en tránsito","Mercadería en tránsito","E","Ent_ComprobanteMovStock","Comprobante",T
"ItemMercEnTransito","Items de mercadería en tránsito","Items de mercadería en tránsito","I","MovStock","",F
"PADRONIIBB","Padron IIBB","Padrón I.I.B.B.","E","","",F
"ItemCAI","Item CAI","Item CAI","I","","",F
"CAI","Códigos de autorización de impresión - CAI","Códigos de autorización de impresión - CAI","E","","",T
"REMITO","Remito de venta","Remito de venta","E","EntColoryTalle_ComprobanteDeVentasSinValores","ComprobanteDeVentasSinValores",T
"Script","Scripts de ejecución","Scripts de ejecución","E","","",T
"ItemInstruccionScript","Item de instrucciones de scripts","","I","","",F
"Selecciondisenoimpresion","Selección de diseño de salida","Selección de diseño de salida","E","ent_virtual","",T
"ConsumoCliente","Consumo de cliente","Consumos de clientes","E","","",F
"ValeDeCambio","Vale de cambio - GiftCard","Vale de cambio - GiftCard","E","","",T
"LIMITECONSUMO","Límites de consumos","Límites de consumos de clientes","E","","",T
"DESCUENTO","Descuentos y recargos","Descuentos y recargos","E","","",T
"REGLASTRANSFERENCIAS","Reglas de paquetes de datos","Reglas de paquetes de datos","E","","",T
"Codigopostal","Código postal","Códigos postales","E","","",F
"Accionesautomaticas","Comportamiento de entidades","Comportamiento de entidades","E","","",T
"Itemaccionesautomaticas","Item acciones automáticas","Item acciones automáticas","I","","",F
"UnidadDeMedida","Unidad de medida","Unidades de medidas","E","","",T
"FAMILIA","Familias","Familias de artículos","E","","",T
"LINEA","Líneas","Líneas de artículos","E","","",T
"GRUPO","Grupos","Grupos de artículos","E","","",T
"CATEGORIADEARTICULO","Categorías de artículos","Categorías de artículos","E","","",T
"CLASIFICACIONARTICULO","Clasificaciones de artículos","Clasificaciones de artículos","E","","",T
"TIPODEARTICULO","Tipos de artículos","Tipos de artículos","E","","",T
"DEVOLUCION","Cancelación de venta","Cancelación de venta","E","EntColoryTalle_ComprobanteDeVentasSinValores","ComprobanteDeVentasSinValores",T
"CLASIFICACIONPROVEEDOR","Clasificaciones de proveedores","Clasificaciones de proveedores","E","","",T
"CLASIFICACIONVENDEDOR","Clasificaciones de vendedores","Clasificaciones de vendedores","E","","",T
"RECIBO","Recibo","Recibo","E","EntColorytalle_ComprobanteDeVentasConValores","ComprobanteDeVentasConValores",T
"ITEMRECIBO","Detalle de comprobante de recibos","","I","","",F
"AJUSTEDESTOCK","Stock según seguimiento contra stock","Stock según seguimiento contra stock","E","","",T
"ITEMAJUSTEDESTOCK","Items de ajuste de stock","Items de ajuste de stock","I","AjusteCombinacion","",F
"ITEMAJSTOCKART","Item ajuste de stock por articulos","ajuste stock por articulo","I","AjusteArticulos","",F
"ITEMAJAUDICOMBINACION","Item ajuste de stock por auditoría de combinaciones","ajuste stock por auditoría stock combinación","I","AjusteCombinacion","",F
"ITEMAJAUDIARTICULOS","Item ajuste de stock por auditoría de artículos","ajuste stock por auditoría stock artículos","I","AjusteArticulos","",F
"ImpresionDeEtiqueta","Impresión de etiquetas","Impresión de etiquetas","E","","",T
"ITEMIMPETIQUETA","Item impresión de etiquetas","Item Impresión de etiquetas","I","ColorYTalle_Impetiqueta","",F
"SENIAPENDIENTE","Señas pendientes","Seleccione señas pendientes","E","","",T
"ITEMSENIAPENDIENTE","Item de seña pendiente","Seña pendiente","I","","",F
"SENIA","Seña","Seña","E","","",T
"ITEMARTICULOSSENIADOS","Items de señas","Detalle de señas","I","COLORYTALLE_ARTICULOSSENIADOS","",F
"ITEMSENIAS","Items de la entidad seña","Detalle de seña","I","","",F
"Cheque","Cheque de tercero","Cheques de terceros","E","Ent_CarteraDeCheques","",T
"DISENOTRANSFORMACIONLINCE","Asociaciones de campos Dragonfish - Lince Indumentaria","Asociaciones de campos Dragonfish - Lince Indumentaria","E","","",T
"ITEMATRIBUTOSLINCE","Item diseño de transformación Lince","Item diseño de transformación Lince","I","","",T
"PEDIDO","Pedido de venta","Pedido de venta","E","EntColoryTalle_ComprobanteDeVentasSinValores","ComprobanteDeVentasSinValores",T
"PRESUPUESTO","Presupuesto de venta","Presupuesto de venta","E","EntColoryTalle_ComprobanteDeVentasSinValores","ComprobanteDeVentasSinValores",T
"TRANSPORTISTA","Transportistas","Transportistas","E","","",T
"ITEMARTICULOSCOMPRA","Items de facturas de compra","Linea detalle factura de compra","I","COLORYTALLE_ARTICULOSCOMPRA","",F
"ItemImpuestoCompra","Item impuestos de compra","Item impuestos de compra","I","IMPUESTOSCOMPRAS","",T
"FACTURADECOMPRA","Factura de compra","Factura de compra","E","ENTCOLORYTALLE_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",T
"ITEMVALORESCOMPRA","Items de valores de compra","Linea detalle valores de compra","I","VALORESCOMPRA","",F
"ITEMIMPUESTOSC","Items de impuestos de compra","Items de impuestos de compra","I","IMPUESTOS","",F
"TIPOIMPUESTO","Tipos de impuesto","Tipos de impuestos","E","","",T
"CONDICIONDEPAGO","Condiciones de pago","Condiciones de pago","E","","",T
"IMPUESTO","Impuestos","Impuestos","E","","",T
"CALCULODEPRECIOS","Modificación masiva de precios","Modificación masiva de precios","E","","",T
"ITEMCALCULODEPRECIOS","Item cálculo de precios","Item cálculo de precios","I","CALCULODEPRECIOS","",F
"OPERADORADETARJETA","Operadoras de tarjetas","Operadoras de tarjetas","E","","",T
"CIERREDELOTE","Cierre de lote","Cierre de lote","E","","",T
"POS","Dispositivos POS","Dispositivos POS","E","","",T
"CUPON","Cupones","Cupones","E","","",T
"DATOSTARJETA","Datos de cobros con tarjetas","Ingrese los datos para el cobro con tarjeta","E","","",T
"ITEMPLANDECUOTA","Item de recargos y descuentos de planes de cuotas","Item de recargos y descuentos de planes de cuotas","I","","",F
"ITEMLOTE","Item lote","Item lote","I","","",F
"ITEMOPERADORASDETARJETA","Items de operadoras de tarjetas","","I","","",F
"ITEMDATOSPLANES","Items datos planes","","I","","",T
"TRATAMIENTOCOMPROBANTES","Tratamiento de comprobantes fiscales","Tratamiento de comprobantes fiscales","E","","",T
"CAE","CAE","CAE","E","","",F
"EQUIVALORLINCE","Equivalencia de valores Lince","Equivalencia de valores Lince","E","","",T
"ITEMVALOREQUILINCE","Item valores equivalencias Lince","Item valores equivalencias Lince","I","","",F
"FACTURAELECTRONICA","Factura electrónica de venta","Factura electrónica de venta","E","EntColorYTalle_ComprobanteElectronicoNacional","ComprobanteElectronico",T
"NOTADECREDITOELECTRONICA","Nota de crédito electrónica de venta","Nota de crédito electrónica de venta","E","EntColorYTalle_ComprobanteElectronicoNacional","ComprobanteElectronico",T
"NOTADEDEBITOELECTRONICA","Nota de débito electrónica de venta","Nota de débito electrónica de venta","E","EntColorYTalle_ComprobanteElectronicoNacional","ComprobanteElectronico",T
"ITEMFAVORITOSLISTADOS","Detalle de listados favoritos","Detalle de listados favoritos","I","","",F
"FAVORITOLISTADOS","Listados favoritos","Listados favoritos","E","","",F
"CAEPORLOTE","Obtención de CAE por Lote","Obtención de CAE por Lote","E","","",T
"ZUDESCARGALAN","Actualizaciones para servidor de red","Actualizaciones para servidor de red","E","","",T
"INFORMACIONLISTADOS","Información adicional de listados","Información adicional de listados","E","","",F
"BASEDEDATOS","Base de datos","Base de datos","E","","",T
"CTACTECOMPRA","Cuenta corriente de compra","Cuenta corriente de compra","E","","",F
"ORDENDEPAGO","Orden de pago","Orden de pago","E","ENTCOLORYTALLE_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",T
"ITEMORDENDEPAGO","Item orden de pago","","I","","",F
"COMPORTAMIENTOCODIGOSUGERIDOENTIDAD","Comportamiento de códigos","Comportamiento de códigos","E","","",T
"NOTADEDEBITOCOMPRA","Nota de débito de compra","Nota de débito de compra","E","ENTCOLORYTALLE_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",T
"ITEMVALORESNDCOMPRA","Items de valores de nota de débito de compra","Linea detalle valores de nota de débito de compra","I","VALORESCOMPRA","",F
"ITEMARTICULOSNDCOMPRA","Items de nota de débito de compra","Linea detalle nota de débito de compra","I","COLORYTALLE_ARTICULOSCOMPRA","",F
"ITEMIMPUESTOSNDC","Items de impuestos de nota de débito de compra","Items de impuestos de nota de débito de compra","I","IMPUESTOS","",F
"ITEMIMPUESTONDCOMPRA","Item impuestos nota de débito de compra","Item impuestos nota de débito de compra","I","IMPUESTOSCOMPRAS","",T
"NOTADECREDITOCOMPRA","Nota de crédito de compra","Nota de crédito de compra","E","ENTCOLORYTALLE_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",T
"ITEMARTICULOSNCCOMPRA","Items de nota de crédito de compra","Línea detalle nota de crédito de compra","I","COLORYTALLE_ARTICULOSCOMPRA","",F
"ITEMVALORESNCCOMPRA","Items de valores de nota de crédito de compra","Linea detalle valores de nota de crédito de compra","I","VALORESCOMPRA","",F
"ITEMIMPUESTOSNCC","Items de impuestos de nota de crédito de compra","Items de impuestos de nota de crédito de compra","I","IMPUESTOS","",F
"ITEMIMPUESTONCCOMPRA","Item impuestos nota de crédito de compra","Item impuestos nota de crédito de compra","I","IMPUESTOSCOMPRAS","",T
"SUCURSALBANCARIA","Sucursal bancaria","Sucursales bancarias","E","","",T
"CUENTABANCARIA","Cuenta bancaria","Cuentas bancarias","E","","",T
"CHEQUERA","Chequera","Chequeras","E","","",T
"CHEQUEPROPIO","Cheque propio","Cheques propios","E","Ent_CarteraDeCheques","",T
"ESTADOCONTROLADORFISCAL","Estado de los controladores fiscales","Estado de los controladores fiscales","E","","",F
"CORREDOR","Corredores","Corredores","E","","",T
"MOVIMIENTOSINTERNOSLINCE","Movimientos internos Lince","Movimientos Internos Lince","E","","",F
"CUPONESPENDIENTES","Detalle de cupones","Detalle de cupones","E","","",T
"ITEMCUPON","Item cupón","","I","Cupon","",F
"CANJEDECUPONES","Canje de valores","Canje de valores","E","Ent_ComprobanteDeFondos","ComprobanteDeFondos",T
"ITEMCANJECUPONES","Item canje de cupones","","I","ValoresFondos","",T
"FACTURAELECTRONICAEXPORTACION","Factura electrónica exportación de venta","Factura electrónica exportación de venta","E","Ent_ComprobanteElectronicoExportacion","ComprobanteElectronicoExportacion",T
"INCOTERMS","Incoterms","Incoterms","E","","",T
"UNIDADDEMEDIDAAFIP","Unidad de medida AFIP","Unidades de medida AFIP","E","","",T
"ITEMPAIS","Item de paises","Item de paises","I","","",F
"PAISAFIP","Pais AFIP","Pais AFIP","E","","",T
"MONEDAAFIP","Moneda AFIP","Moneda AFIP","E","","",T
"NOTADECREDITOELECTRONICAEXPORTACION","Nota de crédito electrónica exportación de venta","Nota de crédito electrónica exportación de venta","E","Ent_ComprobanteElectronicoExportacion","ComprobanteElectronicoExportacion",T
"NOTADEDEBITOELECTRONICAEXPORTACION","Nota de débito electrónica exportación de venta","Nota de débito electrónica exportación de venta","E","Ent_ComprobanteElectronicoExportacion","ComprobanteElectronicoExportacion",T
"AGRUPAMIENTODEBUZONES","Agrupamientos de buzones","Agrupamientos de buzones","E","","",T
"ITEMAGRUPAMIENTOBUZONES","Item de agrupamientos de bases de datos","Item agrupamientos","I","","",F
"ITEMBUZONES","Item de agrupamientos de bases de datos","Item agrupamientos","I","","",F
"IMPRIMIRCOMPROBANTEPORLOTE","Imprimir comprobante por Lote","Imprimir comprobante por Lote","E","","",T
"ITEMACREDITACIONDEPLAN","Item acreditación de plan de cuotas","Item acreditación de plan de cuotas","I","","",F
"PALETADECOLORES","Paleta de colores","Paletas de colores","E","","",T
"CURVADETALLES","Curva de talles","Curvas de talles","E","","",T
"ITEMTALLES","Item de curva de talles","Item de curva de talles","I","","",F
"ITEMCOLORES","Item de paleta de colores","Item de paleta de colores","I","","",F
"FORMULA","Fórmulas de modificación de precios","Fórmulas de modificación de precios","E","","",T
"Saltodecampo","Comportamiento de atributos","Comportamiento de atributos","E","","",T
"COMISION","Comisiones por ventas","Comisiones por ventas","E","","",T
"SUCURSAL","Sucursal","Sucursales","E","","",T
"TIPOSUCURSAL","Tipo de sucursal","Tipos de sucursales","E","","",T
"LINEASUCURSAL","Línea de sucursal","Líneas de sucursales","E","","",T
"SEGMENTACION","Segmentación de sucursal","Segmentaciones de sucursales","E","","",T
"CLASEDETARJETA","Clases de tarjetas","Clases de tarjetas","E","","",T
"ITEMCLASEDETARJETA","Items de operadora de tarjeta","Linea detalle clases de tarjeta","I","","",F
"ITEMINVENTARIOSFISICO","Item de inventarios físicos","Item de inventarios físicos","I","","",F
"TIInventarioFisicoDetalleTmp","Detalle de inventario físico temporal","Detalles de inventarios físicos temporal","E","","",F
"Picking","Picking","Picking","E","","",T
"Itemcomprobantespicking","Item comprobantes picking","Picking","I","","",F
"Itemdiferenciaspicking","Item diferencias picking","Diferencias picking","I","","",F
"Itemokpicking","Item OK picking","OK picking","I","ColoryTalle_ItemPickingControlados","",F
"ItemCoincidenciaPicking","Item coincidencias picking","Coincidencias picking","I","","",F
"ItemDifOriginalPicking","Item diferencias originales","Item diferencias originales","I","","",F
"OBJETIVOSVENTA","Objetivos de venta","Objetivos","E","","",T
"TIPOOBJETIVO","Tipos de objetivo","Tipos de objetivo","E","","",T
"MINIMOREPOSICION","Modificación de mínimo y máximo de stock","Modificación de mínimo y máximo de stock","E","","",T
"ITEMMINIMOREPOSICION","Item mínimo de reposición","Item mínimo de reposición","I","colorytalle_MINIMOREPOSICIONMINREPO","",F
"ITEMENTIDADES","Item entidades","Item entidades","I","","",F
"ITEMENTIDADESIMPO","Item entidades Importación","Item entidades importación","I","","",F
"ITEMENTIDADESEXPO","Item entidades Exportación","Item entidades exportación","I","","",F
"LISTADOSPERSONALIZADOS","Listados personalizados","Listados personalizados","E","","",T
"ITEMFILTROPERSONALIZADO","Item para almacenar los filtros perzonalizados personales","Filtros perzonalizados personales","I","","",F
"ITEMCAMPOPERSONALIZADO","Item para almacenar los campos perzonalizados personales","Campos perzonalizados personales","I","","",F
"ITEMCAMPOSUBTOTAL","Item para almacenar los campos subtotales personales","Campos subtotales personales","I","","",F
"ITEMFORMATOSALIDA","Item para almacenar los formatos de salida personales","Formatos de salida personales","I","","",F
"REGISTRODEMANTENIMIENTO","Registro de mantenimiento del sistema","Registro de mantenimiento del sistema","E","","",T
"PROMOCION","Promociones","Promociones","E","","",T
"SELECCIONPARAINSERTAR","Selecciones de entidades","Selección de entidades","E","ent_virtual","",T
"ITEMARTICULOSSENIADOSEX","Items de señas exportación","Detalle de señas exportación","I","COLORYTALLE_ARTICULOSSENIADOS","",F
"ITEMPROMOCIONES","Item para almacenar las promociones aplicadas","Item para almacenar las promociones aplicadas","I","Promociones","",F
"ITEMPROMOARTICULOS","Item relación articulos- promos","Item relación articulos- promos","I","","",F
"PAGO","Pago","Pago","E","","",T
"ITEMPAGO","Item de pago","","I","","",F
"ITEMPAGOVALORES","Items de valores pago","","I","","",F
"AJUSTEDEESTADOS","Ajuste de situaciones de estado según comprobantes","Ajuste de situaciones de estado según comprobantes","E","","",T
"ITEMAJUSTEDEESTADOS","Items de ajuste de estados","Items de ajuste de estados","I","AjusteCombinacionEstados","",F
"ITEMAJESTADOSAUDCOMB","Item ajuste de estados por auditoría de combinaciones","Ajuste de estados por auditoría de combinaciones","I","AjusteCombinacionEstados","",F
"ITEMAJUSTECOMPROBANTES","Item comprobantes a modificar","Item comprobantes a modificar","I","AjusteCombinacionEstados","",F
"ItemRetenciones","Item retenciones proveedor","Retenciones proveedor","I","","",F
"ITEMIMPUESTOORDENDEPAGO","Item impuestos orden de pago","Item impuestos orden de pago","I","","",F
"ITEMIMPUESTOPAGO","Item impuestos pago","Item impuestos pago","I","","",F
"COMPROBANTEDERETENCIONES","Comprobante de retención de ingresos brutos","Comprobante de retención de ingresos brutos","E","Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",T
"ITEMCDRCOMPROBANTES","Items comprobantes del comprobante de recepciones","Items comprobantes del comprobante de recepciones","I","","",F
"ITEMCDRIMPUESTOS","Items impuestos del comprobante de recepciones","Items impuestos del comprobante de recepciones","I","","",F
"CONVENIOMULTILATERAL","Convenio multilateral","Convenio multilateral","E","","",T
"ITEMCONVENIO","Item convenio","Item convenio","I","","",F
"PRESUPUESTODECOMPRA","Presupuesto de compra","Presupuesto de compra","E","Ent_ComprobanteDeComprasSinValores","ComprobanteDeComprasSinValores",T
"ITEMARTICULOSPRECOMPRA","Items de presupuestos de compra","Línea detalle presupuesto de compra","I","ARTICULOSCOMPRA","",F
"ITEMIMPUESTOSPREC","Items de impuestos de presupuesto de compra","Items de impuestos de presupuesto de compra","I","IMPUESTOS","",F
"ITEMIMPUESTOPRECOMPRA","Item impuestos presupuesto de compra","Item impuestos presupuesto de compra","I","IMPUESTOSCOMPRAS","",T
"PEDIDODECOMPRA","Pedido de compra","Pedido de compra","E","Ent_ComprobanteDeComprasSinValores","ComprobanteDeComprasSinValores",T
"ITEMARTICULOSPEDCOMPRA","Items de pedido de compra","Línea detalle pedido de compra","I","ARTICULOSCOMPRA","",F
"ITEMIMPUESTOSPEDC","Items de impuestos de pedido de compra","Items de impuestos de pedido de compra","I","IMPUESTOS","",F
"ITEMIMPUESTOPEDCOMPRA","Item impuestos pedido de compra","Item impuestos pedido de compra","I","IMPUESTOSCOMPRAS","",T
"ITEMARTICULOSSOLCOMPRA","Items de solicitud de compra","Linea detalle solicitud de compra","I","ARTICULOSCOMPRA","",F
"ITEMIMPUESTOSSOLC","Items de impuestos de solicitud de compra","Items de impuestos de solicitud de compra","I","IMPUESTOS","",F
"ITEMIMPUESTOSOLCOMPRA","Item impuestos pedido de compra","Item impuestos pedido de compra","I","IMPUESTOSCOMPRAS","",T
"SOLICITUDDECOMPRA","Solicitud de compra","Solicitud de compra","E","Ent_ComprobanteDeComprasSinValores","ComprobanteDeComprasSinValores",T
"REMITODECOMPRA","Remito de compra","Remito de compra","E","Ent_ComprobanteDeComprasSinValores","ComprobanteDeComprasSinValores",T
"ITEMARTICULOSREMCOMPRA","Items de remito de compra","Linea detalle remito de compra","I","ARTICULOSCOMPRA","",F
"ITEMIMPUESTOSREMC","Items de impuestos de remito de compra","Items de impuestos de remito de compra","I","IMPUESTOS","",F
"ITEMIMPUESTOREMCOMPRA","Item impuestos remito de compra","Item impuestos remito de compra","I","IMPUESTOSCOMPRAS","",T
"CANCELACIONDECOMPRA","Cancelación de compra","Cancelación de compra","E","Ent_ComprobanteDeComprasSinValores","ComprobanteDeComprasSinValores",T
"ITEMARTICULOSCANCOMPRA","Items de cancelación de compra","Linea detalle cancelación de compra","I","ARTICULOSCOMPRA","",F
"ITEMIMPUESTOSCANC","Items de impuestos de cancelación de compra","Items de impuestos de cancelación de compra","I","IMPUESTOS","",F
"ITEMIMPUESTOCANCOMPRA","Item impuestos cancelación de compra","Item impuestos cancelación de compra","I","IMPUESTOSCOMPRAS","",T
"ITEMARTICULOSREQCOMPRA","Items de requerimiento de compra","Linea detalle requerimiento de compra","I","ARTICULOSCOMPRA","",F
"ITEMIMPUESTOSREQC","Items de impuestos de requerimiento de compra","Items de impuestos de requerimiento de compra","I","IMPUESTOS","",F
"ITEMIMPUESTOREQCOMPRA","Item impuestos requerimiento de compra","Item impuestos requerimiento de compra","I","IMPUESTOSCOMPRAS","",T
"REQUERIMIENTODECOMPRA","Requerimiento de compra","Requerimiento de compra","E","Ent_ComprobanteDeComprasSinValores","ComprobanteDeComprasSinValores",T
"PROPIEDADESLISTADOS","Propiedades avanzadas en listados","Propiedades avanzadas en listados","E","","",T
"AJUSTEDECUPON","Ajuste de cupón","Ajuste de cupón","E","","",F
"ErroresCFibm4610kc4","Controlador fiscal IBM 4610 KC4","Controlador fiscal IBM 4610 KC4","E","","",F
"BOLSASYCAJAS","Bolsas y cajas","Bolsas y cajas","E","","",T
"ITEMBOLSASYCAJAS","Item de bolsas y cajas","Item de bolsas y cajas","I","BolsasYCajas","",F
"AJUSTECCCLIENTE","Ajuste de cuenta corriente de clientes","Ajuste de cuenta corriente de clientes","E","","",T
